0.3269404195,0.0213501183
0.6822918875,0.0321105362
0.3667033657,0.0254945944
0.3394541184,0.0279207247
0.1476977209,0.0424456157
0.2141973129,0.0176237187
0.563291876,0.0411126954
0.4762653728,0.0438722505
0.0938300294,0.0560440631
0.3270139549,0.0488210614
0.1974804079,0.0396345234
0.2596745542,0.0214680729
0.4110536144,0.0175766418
0.2855882939,0.0395254081
0.4892901895,0.0446542494
0.3000660793,0.0112127512
0.039245497,0.0183742717
-0.0370357206,0.0388177983
0.0870670871,0.004646739
0.039346226,0.007528151
0.4360390427,0.0603155116
0.5013533909,0.0488566152
-0.0174088824,0.0070317371
0.2962131347,0.0138040143
0.2342048737,0.0488855462
0.5851289955,0.0462718755
0.6701645696,0.0435384584
0.2547845113,0.0483703003
0.2319971326,0.0302394783
0.2989931303,0.0651800846
0.1186658474,0.011162731
0.3291479344,0.0380784527
0.4262383531,0.0271801419
0.1698044222,0.0384191363
0.4467159327,0.0247544049
0.2431015598,0.0445114181
0.1707606288,0.0289360806
0.2115092297,0.0117305749
0.3661787815,0.0249887709
0.5023319031,0.0396927626
-0.0301518861,0.0394000933
0.5186449153,0.0557876654
0.239264842,0.0557212016
0.2098456741,0.0147995448
0.1877833606,0.0315252941
0.3884703461,0.0179278621
0.2580417367,0.0545842004
0.1943026793,0.0131847199
0.0744233313,0.0071850824
0.4939745069,0.0362237505
0.0908252752,0.0310187187
0.0187610693,0.0232054689
0.1814666675,0.0345158777
0.3563660867,0.0435809828
0.5208450908,0.0208630347
0.0891881204,0.0084163365
0.2158358428,0.0217817805
0.2286376727,0.0103681252
0.5775387332,0.0442189575
0.3385949196,0.0343573616
0.1072421766,0.0270067433
0.246760568,0.0030504593
0.374521844,0.0325977019
0.0941887866,0.0304932463
0.8440481343,0.0733241132
0.3864521173,0.0103960037
0.4571359845,0.0583470167
0.1598859081,0.0158828788
0.2618248466,0.0418836776
0.4971458201,0.0296461052
0.4330267557,0.0194524639
0.4421716677,0.0352720057
0.0496368167,0.0278878731
0.5021110859,0.0311754641
0.4021889769,0.02230507
0.3425477874,0.0202315587
0.189364299,0.0241317204
0.4386068599,0.0156514798
0.1510313794,0.0280869142
0.0535259206,0.0412361283
0.3346797219,0.0136480105
0.5390721432,0.0317018731
0.2449460033,0.0184168984
0.2762580963,0.039199837
-0.0138108356,0.0047311442
0.0278688431,0.0399772732
0.5517010834,0.0536698281
0.5224026721,0.0093775463
0.3931285688,0.0301355203
0.2138923765,0.0077866112
0.2131634851,0.0180197998
0.4285540274,0.0091970515
0.3105718042,0.0044666
0.1297752014,0.0445847339
0.3667492183,0.0272809455
0.5284062311,0.0332352381
0.1508596065,0.0106599245
0.343708145,0.0574465753
0.2187102367,0.0162454679
0.0503489807,0.0413361279
0.1639472167,0.0070405317
0.3116508799,0.037600542
0.498391011,0.0503489812
0.173708288,0.0352982404
0.1246661384,0.0266509135
0.2093978278,0.0333288093
0.2415099983,0.0212704994
0.219940297,0.0497486752
0.2885631784,0.0213102142
0.5972688922,0.0460751781
0.2737093788,0.0230499305
0.2222670911,0.0185108083
0.4363926061,0.0553660437
0.3025690177,0.0364434819
0.1268355893,0.0057182014
0.3064812618,0.0307634867
-0.0076101184,0.0099757689
0.4925458914,0.0255768926
0.3547827938,0.0774913814
0.3886414704,0.0315642522
0.3693228921,0.0289363539
0.4178864587,0.0417958872
0.6648229611,0.0423748072
0.2629953422,0.0573638486
0.610242793,0.0611940764
0.3697026071,0.0479196807
0.1762031389,0.0070052188
0.3079105339,0.0224630269
0.208808363,0.0176625092
0.0823096539,0.0223435002
0.4786803128,0.0315862548
0.3793275348,0.0390369911
0.1781173795,0.0377326797
0.2003325659,0.0307460925
0.3496502714,0.0128563583
0.132150668,0.0359865635
0.4310616954,0.0226762844
0.1612433066,0.0091624245
0.1749681951,0.0253265869
0.249036259,0.0337814928
0.1536054661,0.0182878407
0.627545078,0.0561476499
0.2051581549,0.0226226833
0.0644478265,0.0020795445
0.298168317,0.0309662145
0.4374425524,0.0178452467
0.2354770178,0.0417469918
0.5271282103,0.0246032209
0.5466644197,0.0391276096
0.3045168355,0.0500219956
0.3238761394,0.021988642
0.3997182311,0.0372164113
0.1941828813,0.0311163631
0.3377740932,0.0270477609
0.333088901,0.0470377712
0.1324195156,0.0202916726
0.2356574088,0.037286485
0.3722162577,0.0092997531
0.7324048113,0.0650492739
0.2769868623,0.0123912843
-0.1080414333,0.0221069239
0.467583276,0.0251011301
0.4601122814,0.0351246602
0.2991722264,0.0312653004
0.4920264894,0.0372734094
0.5687151218,0.02755852
0.2587008859,0.0259729507
0.3273803743,0.0331294279
0.2964805364,0.0584031078
0.2260745787,0.015292068
0.7250180169,0.059927753
0.4719710143,0.0198137789
0.2863715545,0.0546335578
0.2592034849,0.0060561811
0.4308795178,0.0415110248
0.1279105201,0.0128008446
0.3359325068,0.0467855645
0.0908103892,0.0190625259
0.1162056718,0.033719983
0.1332349126,0.0337810747
0.4021987111,0.0217573371
0.2766000631,0.0689989745
0.020322895,0.0223925474
0.2065715651,0.0222314979
0.4008062235,0.0159863122
0.4087665145,0.020749111
0.1567893416,0.001498872
0.3439580335,0.0311487409
0.4629539691,0.0177640397
0.1144100058,0.032272063
0.0595910081,0.0096119322
0.2060749127,0.0169490416
0.0853449398,0.0021184129
0.2375551718,0.0454068614
0.3321955221,0.0313902992
0.4530127513,0.0530115378
0.650188578,0.0637214988
0.3515303568,0.0329227992
0.4076906093,0.0521802443
0.027375205,0.02289299
0.6612940082,0.0313768796
0.5033047756,0.0303605347
0.0890216421,0.052980787
0.3316157362,0.031614863
0.2348020838,0.0109961255
0.3888147313,0.0259903158
0.4627459168,0.0155889367
0.3715541575,0.0330954702
0.7231453835,0.0420998067
0.7061876119,0.0519709101
0.282653267,0.0205250664
0.423516446,0.0221306444
0.0422067925,0.0119606391
0.5204255463,0.0553136426
0.3320938245,0.0243314179
0.3495387625,0.0254332132
0.5584469134,0.0350339355
0.5304392493,0.0391980464
0.0137567469,0.0161343131
0.2423396568,0.0392901474
0.4525328225,0.0105331786
0.3721129558,0.0323833034
0.0219852965,0.0279086639
0.4408419967,0.0322998413
0.3107950553,0.018923729
0.2337075408,0.0206951869
0.3275169186,0.0462372448
0.3688440755,0.0429531652
0.355605355,0.0084240638
0.4798552764,0.0376480138
