0.138684992,0.0179751257,54.8884449724
0.1505313108,0.01911628,438.044348856
0.142530065,0.0186725299,18.371925663
0.1363700372,0.0180942221,122.149660453
0.1370330467,0.0181352088,125.857340331
0.1373894162,0.0178253788,91.8188871294
0.1403100993,0.0183141913,10.9992467667
0.1359900482,0.0178467225,189.050131223
0.1417662913,0.0185419968,7.6237322369
0.136020868,0.017792591,162.492449292
0.1436389425,0.0185133415,55.5837650194
0.1424653843,0.0182113144,15.8575296151
0.1316684278,0.0176062975,480.322617024
0.134380144,0.0177219879,254.669409796
0.1323310973,0.0177242288,466.539526365
0.138627737,0.0179869174,59.2964036943
0.1397156545,0.0183905938,13.6425872648
0.1403213614,0.0182117305,14.3029077043
0.1400712065,0.018023969,29.9418781288
0.1331454575,0.0176188677,320.302856843
0.1351485442,0.017858564,184.274204203
0.1416713941,0.0183055734,5.5457783234
0.1394492418,0.0181013911,32.8090760147
0.1387910287,0.0183925407,36.2862090493
0.1422568051,0.0183504195,12.8790290468
0.1430831593,0.0186959243,30.8626652235
0.1412315705,0.0182259337,21.2745110372
0.1400329383,0.0186734056,29.6614040085
0.1396698896,0.0184843344,25.6751180711
0.1405120128,0.0183272531,41.6404795401
0.1473508541,0.0187954971,203.316754768
0.1391535194,0.0181163892,50.1349028949
0.1419219949,0.0181542207,7.4433525136
0.138795748,0.0183135048,50.7376626181
0.1366996833,0.017867779,116.139459074
0.1376543711,0.0178786105,83.5074684349
0.1426141029,0.0188115692,24.5885794005
0.1408688962,0.0181819849,8.5248171523
0.1370722092,0.0179619778,101.495695017
0.1316919917,0.017649818,569.234125689
0.1418147877,0.0182783223,15.9214352796
0.1413133543,0.0185293956,13.6100709707
0.1228038593,0.0172655098,1666.04566885
0.1441309869,0.0185847172,45.9952114558
0.1273128226,0.0171723889,1112.69414556
0.1268098859,0.0175901107,1153.69974151
0.1372751869,0.0179152115,94.1513045168
0.1365138729,0.0178798901,170.469714786
0.1345541349,0.0177920257,295.525433903
0.1429587889,0.0186880744,34.0147068071
0.139666857,0.0179717607,27.0402713995
0.1409028506,0.018226387,14.2570586112
0.1409363292,0.0186284329,12.2122403932
0.1384104598,0.0184871894,59.1918445092
0.1503111214,0.01915472,439.48990802
0.1323302885,0.0176864917,410.143348383
0.1401867045,0.0181045483,32.1619089361
0.143452122,0.0187939404,42.2359133714
0.1423207456,0.0183597124,8.7062306646
0.1349999632,0.0179565507,184.905989395
0.1425280703,0.0185018526,19.4518608352
0.13628431,0.0177712067,174.523843156
0.1355996685,0.0178659157,264.144073677
0.1436955022,0.0184807565,33.6313800892
0.1423274915,0.018404178,25.9762127566
0.1411585552,0.0183952482,7.6147161427
0.1374464007,0.0181062005,126.336280931
0.1289968713,0.0175674363,753.146907846
0.1330486473,0.0180584614,375.1454174
0.1433902638,0.0184583407,37.489226524
0.131488028,0.0176615796,450.332163932
0.1411005633,0.0179594957,15.2750214269
0.1361774909,0.0179157723,129.611187884
0.1353817511,0.0179276974,179.650114622
0.1372566979,0.0179739268,149.11227341
0.138759725,0.0179961868,57.8428161733
0.1309724013,0.0177770283,534.678517804
0.1430197223,0.0189709176,43.1817222593
0.1404412248,0.0183379206,24.5761422545
0.1464818807,0.0187945539,127.830970561
0.1254116437,0.0173280394,1213.49866085
0.1356043878,0.0177077897,215.368474458
0.1408327965,0.0183905718,15.5340016238
0.1402002213,0.0180203243,20.4802627869
0.1373504926,0.0177714501,113.995239091
0.1314594072,0.0176004036,577.978024608
0.1412600904,0.0182964364,12.7554882265
0.131216118,0.0175189509,513.324415407
0.1407961713,0.018249536,21.0013682924
0.142951093,0.0181538588,18.7554104247
0.1389445716,0.0182650832,37.2074382938
0.1432465172,0.0190922727,54.7313557063
0.135458877,0.0176263033,185.394374757
0.1439109945,0.0186044211,38.3509980451
0.1480934697,0.0187011727,221.606801703
0.1359114565,0.0181631344,163.002584142
0.1315112506,0.0175745299,501.362627453
0.1385293691,0.0183321325,40.5345986785
0.1385756105,0.0180104122,62.871410065
0.137063687,0.0182587962,122.95503508
0.1338397341,0.0179794417,303.620607434
0.1333712695,0.0177643872,367.015030934
0.1378361205,0.0178983511,67.9578846579
0.1402520247,0.0180823559,14.2103080752
0.141969653,0.018687661,8.4545250545
0.1417430773,0.0184343882,9.3472015282
0.1387215001,0.0184134604,39.4334550486
0.1374873633,0.0185289201,77.2570382292
0.1405391869,0.0185584209,23.0488299039
0.1402827363,0.0181401767,23.8094870765
0.13395654,0.0175451887,297.339861498
0.1367832566,0.0183990476,102.182677181
0.1374798446,0.0179313147,114.187307094
0.1454513674,0.0183939412,99.2280210192
0.147035118,0.0191797476,191.958317528
0.1347497974,0.0178834754,260.900803754
0.1408249436,0.0181706561,22.6108978137
0.1425391264,0.0184127148,16.0304205425
0.1444489763,0.0182311952,64.3949285096
0.1491039021,0.0188076795,329.009142487
0.1377901499,0.0179761591,91.7467880404
0.1375451045,0.0178677906,108.397282911
0.1438125121,0.018554487,91.4183700748
0.1488421649,0.019063394,318.830067018
0.1326261318,0.0175560911,380.527406776
0.1405280723,0.0181864995,9.7406134047
0.1352574,0.0178181297,211.582113904
0.1303272712,0.0177342691,636.269622647
0.1362933787,0.0186315755,140.123314224
0.1401781861,0.0179851375,19.0764353957
0.1302254241,0.0173106878,745.62049133
0.1441046234,0.0187749875,50.6975187106
